# mpu9150 IMU data started at: 14:21:50 2013-05-13
# mpu9150 IMU raw data
# timestamp,ax,ay,az,gx,gy,gz,C
1368480110.604181,65458,65491,4013,29,14,65497,23.05
1368480110.606326,65468,65486,4046,19,20,65525,23.19
1368480110.608460,65475,65484,4020,27,21,65485,23.14
1368480110.610616,65454,65468,4027,31,32,65517,23.09
1368480110.612895,65469,65486,4054,20,21,65490,23.14
1368480110.614855,65456,65495,4050,19,14,65515,23.19
1368480110.617025,65449,65492,4024,19,22,65489,23.14
1368480110.619092,65445,65477,4014,28,36,65498,23.28
1368480110.621254,65449,65489,4043,25,29,65512,23.14
1368480110.623351,65458,65485,4006,27,39,65498,23.19
1368480110.625479,65462,65485,4013,25,37,65508,23.05
1368480110.627606,65450,65507,4062,19,38,65486,23.09
1368480110.629733,65459,65489,4022,21,33,65513,23.14
1368480110.631886,65457,65472,4022,17,2,65492,23.19
1368480110.634042,65484,65493,4047,14,35,65512,23.14
1368480110.636111,65472,65470,4007,15,21,65490,23.09
1368480110.638252,65478,65487,4049,30,27,65498,23.14
1368480110.640400,65446,65480,4053,26,19,65502,23.19
1368480110.642526,65462,65493,4051,20,16,65499,23.14
1368480110.644665,65451,65505,4017,12,23,65504,23.19
1368480110.646713,65440,65467,4037,34,21,65499,23.14
1368480110.648817,65436,65484,4046,27,22,65516,23.09
1368480110.651025,65448,65476,4005,26,25,65495,23.14
1368480110.653079,65458,65493,4077,16,13,65501,23.09
1368480110.655208,65434,65483,4047,24,14,65500,23.14
1368480110.657334,65472,65467,4052,18,21,65501,23.19
1368480110.659462,65462,65505,4026,27,31,65507,23.14
1368480110.661675,65471,65473,4017,36,27,65508,23.09
1368480110.663914,65450,65454,4052,32,18,65502,23.14
1368480110.665917,65474,65482,4021,20,10,65512,23.09
1368480110.668115,65447,65505,3992,26,16,65504,23.14
1368480110.670126,65455,65487,4040,21,30,65500,23.09
1368480110.672437,65486,65497,4016,22,15,65498,23.14
1368480110.674456,65452,65480,4030,13,27,65496,23.09
1368480110.676729,65448,65483,4005,34,16,65506,23.05
1368480110.678725,65470,65480,3992,34,21,65491,23.09
1368480110.680891,65474,65487,4036,22,21,65508,23.24
1368480110.682974,65441,65470,4047,33,21,65501,23.19
1368480110.685131,65464,65490,4034,21,16,65495,23.14
1368480110.687216,65470,65484,4056,32,5,65503,23.09
1368480110.689342,65476,65464,4019,26,27,65490,23.05
1368480110.691471,65463,65482,4043,27,19,65503,23.19
1368480110.693585,65466,65490,4022,32,20,65498,23.05
1368480110.695823,65435,65482,4040,28,33,65505,23.09
1368480110.698818,65443,65467,4026,24,19,65507,23.05
1368480110.700007,65451,65493,4044,29,16,65499,23.09
1368480110.702157,65436,65495,4008,17,10,65493,23.05
1368480110.704274,65438,65494,4011,22,19,65499,23.09
1368480110.706398,65457,65489,4061,26,20,65509,23.14
1368480110.708535,65441,65501,4041,27,25,65506,23.09
1368480110.710642,65464,65479,4028,22,13,65491,23.24
1368480110.712762,65471,65483,3994,35,30,65498,23.09
1368480110.714905,65468,65472,4036,26,9,65513,23.24
1368480110.717024,65443,65478,4030,30,23,65498,23.09
1368480110.719194,65468,65486,4017,20,20,65496,23.14
1368480110.721276,65481,65478,4014,15,21,65503,23.09
1368480110.723404,65452,65483,4093,16,23,65504,23.14
1368480110.725525,65451,65484,4026,26,3,65489,23.09
1368480110.727690,65434,65485,4058,25,47,65506,23.14
1368480110.729836,65468,65504,4039,25,30,65498,23.09
1368480110.731997,65471,65473,4026,18,20,65498,23.14
1368480110.734080,65487,65491,4002,26,19,65497,23.19
1368480110.736229,65449,65501,4046,24,17,65472,23.14
1368480110.738326,65451,65484,4026,30,21,65517,23.19
1368480110.740436,65446,65470,3992,16,26,65487,23.05
1368480110.742569,65462,65489,4035,31,23,65510,23.19
1368480110.744694,65446,65484,3998,17,10,65469,23.14
1368480110.746879,65468,65471,4066,28,32,65501,23.09
1368480110.748953,65446,65475,4035,18,22,65498,23.14
1368480110.751072,65456,65475,4009,15,24,65500,23.09
